Step,Loss,success
0,2.3840982913970947,False
1,2.2063276767730713,False
2,2.12870717048645,False
3,2.039266586303711,False
4,2.086958646774292,False
5,2.058178186416626,False
6,2.0081288814544678,False
7,1.9960485696792603,False
8,1.9439514875411987,False
9,1.976071834564209,False
10,2.0069491863250732,False
11,1.9541473388671875,False
12,1.9277317523956299,False
13,1.89132821559906,False
14,1.9275978803634644,False
15,1.8867031335830688,False
16,1.8729207515716553,False
17,1.8784087896347046,False
18,1.8383333683013916,False
19,1.840297818183899,False
20,1.7845661640167236,False
21,1.7508158683776855,False
22,1.7524495124816895,False
23,1.68732750415802,True
24,1.5968488454818726,True
25,1.5846551656723022,True
26,1.5398317575454712,True
27,1.467522144317627,True
28,1.374854564666748,True
29,1.381856918334961,True
30,1.3474208116531372,True
31,1.6858329772949219,False
32,1.7147399187088013,False
33,1.6268562078475952,False
34,1.5441094636917114,False
35,1.5495775938034058,False
36,1.563947081565857,False
37,1.5511144399642944,False
38,1.675215721130371,False
39,1.6087697744369507,False
40,1.6087870597839355,False
41,1.585029125213623,False
42,1.5433354377746582,False
43,1.5039974451065063,False
44,1.502458930015564,False
45,1.5210407972335815,False
46,1.6172820329666138,False
47,1.5873429775238037,False
48,1.5863407850265503,False
49,1.5181994438171387,False
50,1.527208685874939,False
51,1.5377492904663086,False
52,1.705864429473877,False
53,1.692132830619812,False
54,1.6297892332077026,False
55,1.6108678579330444,False
56,1.6194274425506592,False
57,1.62112557888031,False
58,1.6320370435714722,False
59,1.6211141347885132,False
60,1.6328964233398438,False
